,ANO,MES,NSAP,CONTA,DATA,CFOP,NOTA FISCAL,COD PRODUTO,DESCRIÇÃO PRODUTO,Sum_VOLUME FULL,Sum_VALOR FULL,Sum_VOLUME CONG,Sum_VALOR CONG,Sum_DIFERENÇA VOL,Sum_DIF. VALOR R$,Sum_FULL - PREÇO USD,Sum_CONG - PREÇO USD,Sum_DIF. PREÇOS USD,flag_nfc,Right_flag_nfc,FILIAL FULL,FILIAL CONG,filialdescricao,municipiodescricao,vendedordescricao,gerentedescricao,clientedescricao,data_carga,assunto_principal
29516,2024,jul,10439732,COASUL COOPERATIVA AGROINDUSTRIAL,2024-07-22,5102,2162040,78942,AXIAL 4X5 L BRA,0.0,0.0,15.0,3292.26,-15,3292.26,0.0,413.55,-413.55,,,,1056|33,,,,,,2024-08-27,Reprocessamento de Canais
49850,2024,jul,10439732,COASUL COOPERATIVA AGROINDUSTRIAL,2024-07-22,5102,2162040,78942,AXIAL 4X5 L BRA,15.0,3292.26,0.0,0.0,15,3292.26,413.55,0.0,413.55,,,1056|33,,,,,,,2024-08-27,Reprocessamento de Canais
